Season,Col1,Col2,Col3,Col4,Col5
2017-18,12.30,ACF Fiorentina,v Udinese Calcio,2-1 (1-0),
2017-18,15.00,Bologna FC,v SPAL 2013 Ferrara,2-1 (1-0),
2017-18,Cagliari Calcio,v Genoa CFC,2-3 (0-2),,
2017-18,FC Crotone,v Torino FC,2-2 (1-0),,
2017-18,Sampdoria,v Atalanta,3-1 (0-1),,
2017-18,Sassuolo Calcio,v Chievo Verona,0-0,,
2017-18,20.45,Inter,v AC Milan,3-2 (1-0),
2017-18,Mon Oct/16,,,,
2017-18,20.45,Hellas Verona,v Benevento Calcio,1-0 (0-0),
2017-18,» Matchday 9,,,,
2017-18,Sat Oct/21,,,,
2017-18,18.00,Sampdoria,v FC Crotone,5-0 (3-0),
2017-18,20.45,SSC Napoli,v Inter,0-0,
2017-18,Sun Oct/22,,,,
2017-18,12.30,Chievo Verona,v Hellas Verona,3-2 (2-1),
2017-18,15.00,Atalanta,v Bologna FC,1-0 (0-0),
2017-18,Benevento Calcio,v ACF Fiorentina,0-3 (0-1),,
2017-18,AC Milan,v Genoa CFC,0-0,,
2017-18,SPAL 2013 Ferrara,v Sassuolo Calcio,0-1 (0-1),,
2017-18,Torino FC,v AS Roma,0-1 (0-0),,
2017-18,18.00,Udinese Calcio,v Juventus,2-6 (1-2),
2017-18,20.45,Lazio Roma,v Cagliari Calcio,3-0 (2-0),
2017-18,» Matchday 10,,,,
2017-18,Tue Oct/24,,,,
2017-18,20.45,Inter,v Sampdoria,3-2 (2-0),
2017-18,Wed Oct/25,,,,
2017-18,18.30,Atalanta,v Hellas Verona,3-0 (0-0),
2017-18,20.45,Bologna FC,v Lazio Roma,1-2 (0-2),
2017-18,Cagliari Calcio,v Benevento Calcio,2-1 (1-0),,
2017-18,Chievo Verona,v AC Milan,1-4 (0-2),,
2017-18,ACF Fiorentina,v Torino FC,3-0 (1-0),,
2017-18,Genoa CFC,v SSC Napoli,2-3 (1-2),,
2017-18,Juventus,v SPAL 2013 Ferrara,4-1 (2-1),,
2017-18,AS Roma,v FC Crotone,1-0 (1-0),,
2017-18,Sassuolo Calcio,v Udinese Calcio,0-1 (0-1),,
2017-18,» Matchday 11,,,,
2017-18,Sat Oct/28,,,,
2017-18,18.00,AC Milan,v Juventus,0-2 (0-1),
2017-18,20.45,AS Roma,v Bologna FC,1-0 (1-0),
2017-18,Sun Oct/29,,,,
2017-18,12.30,Benevento Calcio,v Lazio Roma,1-5 (0-3),
2017-18,15.00,FC Crotone,v ACF Fiorentina,2-1 (2-1),
2017-18,SSC Napoli,v Sassuolo Calcio,3-1 (2-1),,
2017-18,Sampdoria,v Chievo Verona,4-1 (3-1),,
2017-18,SPAL 2013 Ferrara,v Genoa CFC,1-0 (0-0),,
2017-18,Udinese Calcio,v Atalanta,2-1 (1-1),,
2017-18,20.45,Torino FC,v Cagliari Calcio,2-1 (1-1),
2017-18,Mon Oct/30,,,,
2017-18,20.45,Hellas Verona,v Inter,1-2 (0-1),
2017-18,» Matchday 12,,,,
2017-18,Sat Nov/4,,,,
2017-18,18.00,Bologna FC,v FC Crotone,2-3 (2-1),
2017-18,20.45,Genoa CFC,v Sampdoria,0-2 (0-1),
2017-18,Sun Nov/5,,,,
2017-18,12.30,Inter,v Torino FC,1-1 (0-0),
2017-18,15.00,Cagliari Calcio,v Hellas Verona,2-1 (1-1),
2017-18,Chievo Verona,v SSC Napoli,0-0,,
2017-18,ACF Fiorentina,v AS Roma,2-4 (2-2),,
2017-18,Juventus,v Benevento Calcio,2-1 (0-1),,
2017-18,18.00,Atalanta,v SPAL 2013 Ferrara,1-1 (1-0),
2017-18,20.45,Sassuolo Calcio,v AC Milan,0-2 (0-1),
2017-18,Wed Jan/24 2018,,,,
2017-18,18.30,Lazio Roma,v Udinese Calcio,3-0 (1-0),
2017-18,» Matchday 13,,,,
2017-18,Sat Nov/18 2017,,,,
2017-18,18.00,AS Roma,v Lazio Roma,2-1 (0-0),
2017-18,20.45,SSC Napoli,v AC Milan,2-1 (1-0),
2017-18,Sun Nov/19,,,,
2017-18,12.30,FC Crotone,v Genoa CFC,0-1 (0-1),
2017-18,15.00,Benevento Calcio,v Sassuolo Calcio,1-2 (0-0),
2017-18,Sampdoria,v Juventus,3-2 (0-0),,
2017-18,SPAL 2013 Ferrara,v ACF Fiorentina,1-1 (1-0),,
2017-18,Torino FC,v Chievo Verona,1-1 (1-1),,
2017-18,Udinese Calcio,v Cagliari Calcio,0-1 (0-0),,
2017-18,20.45,Inter,v Atalanta,2-0 (0-0),
2017-18,Mon Nov/20,,,,
2017-18,20.45,Hellas Verona,v Bologna FC,2-3 (2-1),
2017-18,» Matchday 14,,,,
2017-18,Sat Nov/25,,,,
2017-18,15.00,Bologna FC,v Sampdoria,3-0 (2-0),
2017-18,18.00,Chievo Verona,v SPAL 2013 Ferrara,2-1 (0-1),
2017-18,Sassuolo Calcio,v Hellas Verona,0-2 (0-2),,
2017-18,20.45,Cagliari Calcio,v Inter,1-3 (0-1),
2017-18,Sun Nov/26,,,,
2017-18,15.00,Genoa CFC,v AS Roma,1-1 (0-0),
2017-18,AC Milan,v Torino FC,0-0,,
2017-18,Udinese Calcio,v SSC Napoli,0-1 (0-1),,
2017-18,18.00,Lazio Roma,v ACF Fiorentina,1-1 (1-0),
2017-18,20.45,Juventus,v FC Crotone,3-0 (0-0),
2017-18,Mon Nov/27,,,,
2017-18,20.45,Atalanta,v Benevento Calcio,1-0 (0-0),
2017-18,» Matchday 15,,,,
2017-18,Fri Dec/1,,,,
2017-18,18.30,AS Roma,v SPAL 2013 Ferrara,3-1 (2-0),
2017-18,20.45,SSC Napoli,v Juventus,0-1 (0-1),
2017-18,Sat Dec/2,,,,
2017-18,20.45,Torino FC,v Atalanta,1-1 (1-0),
2017-18,Sun Dec/3,,,,
2017-18,12.30,Benevento Calcio,v AC Milan,2-2 (0-1),
2017-18,15.00,Bologna FC,v Cagliari Calcio,1-1 (0-1),
2017-18,ACF Fiorentina,v Sassuolo Calcio,3-0 (2-0),,
2017-18,Inter,v Chievo Verona,5-0 (2-0),,
2017-18,20.45,Sampdoria,v Lazio Roma,1-2 (0-0),
2017-18,Mon Dec/4,,,,
2017-18,19.00,FC Crotone,v Udinese Calcio,0-3 (0-1),
2017-18,21.00,Hellas Verona,v Genoa CFC,0-1 (0-1),
2017-18,» Matchday 16,,,,
2017-18,Sat Dec/9,,,,
2017-18,18.00,Cagliari Calcio,v Sampdoria,2-2 (0-2),
2017-18,20.45,Juventus,v Inter,0-0,
2017-18,Sun Dec/10,,,,
2017-18,12.30,Chievo Verona,v AS Roma,0-0,
2017-18,15.00,SSC Napoli,v ACF Fiorentina,0-0,
2017-18,SPAL 2013 Ferrara,v Hellas Verona,2-2 (0-0),,
2017-18,Udinese Calcio,v Benevento Calcio,2-0 (2-0),,
2017-18,18.00,Sassuolo Calcio,v FC Crotone,2-1 (0-0),
2017-18,20.45,AC Milan,v Bologna FC,2-1 (1-1),
2017-18,Mon Dec/11,,,,
2017-18,21.00,Lazio Roma,v Torino FC,1-3 (0-0),
2017-18,Tue Dec/12,,,,
2017-18,19.00,Genoa CFC,v Atalanta,1-2 (1-1),
2017-18,» Matchday 17,,,,
2017-18,Sat Dec/16,,,,
2017-18,15.00,Inter,v Udinese Calcio,1-3 (1-1),
2017-18,18.00,Torino FC,v SSC Napoli,1-3 (0-3),
2017-18,20.45,AS Roma,v Cagliari Calcio,1-0 (0-0),
2017-18,Sun Dec/17,,,,
2017-18,12.30,Hellas Verona,v AC Milan,3-0 (1-0),
2017-18,15.00,Bologna FC,v Juventus,0-3 (0-2),
2017-18,FC Crotone,v Chievo Verona,1-0 (1-0),,
2017-18,ACF Fiorentina,v Genoa CFC,0-0,,
2017-18,Sampdoria,v Sassuolo Calcio,0-1 (0-0),,
2017-18,18.00,Benevento Calcio,v SPAL 2013 Ferrara,1-2 (0-0),
2017-18,20.45,Atalanta,v Lazio Roma,3-3 (2-2),
2017-18,» Matchday 18,,,,
2017-18,Fri Dec/22,,,,
2017-18,18.00,Chievo Verona,v Bologna FC,2-3 (1-1),
2017-18,20.45,Cagliari Calcio,v ACF Fiorentina,0-1 (0-0),
2017-18,Sat Dec/23,,,,
2017-18,12.30,Lazio Roma,v FC Crotone,4-0 (0-0),
2017-18,15.00,Genoa CFC,v Benevento Calcio,1-0 (0-0),
2017-18,SSC Napoli,v Sampdoria,3-2 (3-2),,
2017-18,Sassuolo Calcio,v Inter,1-0 (1-0),,
2017-18,SPAL 2013 Ferrara,v Torino FC,2-2 (1-2),,
2017-18,Udinese Calcio,v Hellas Verona,4-0 (2-0),,
2017-18,18.00,AC Milan,v Atalanta,0-2 (0-1),
2017-18,20.45,Juventus,v AS Roma,1-0 (1-0),
2017-18,» Matchday 19,,,,
2017-18,Fri Dec/29,,,,
2017-18,20.45,FC Crotone,v SSC Napoli,0-1 (0-1),
2017-18,Sat Dec/30,,,,
2017-18,12.30,ACF Fiorentina,v AC Milan,1-1 (0-0),
2017-18,15.00,Atalanta,v Cagliari Calcio,1-2 (0-2),
2017-18,Benevento Calcio,v Chievo Verona,1-0 (0-0),,
2017-18,Bologna FC,v Udinese Calcio,1-2 (1-1),,
2017-18,AS Roma,v Sassuolo Calcio,1-1 (1-0),,
2017-18,Sampdoria,v SPAL 2013 Ferrara,2-0 (0-0),,
2017-18,Torino FC,v Genoa CFC,0-0,,
2017-18,18.00,Inter,v Lazio Roma,0-0,
2017-18,20.45,Hellas Verona,v Juventus,1-3 (0-1),
2017-18,» Matchday 20,,,,
2017-18,Fri Jan/5 2018,,,,
2017-18,18.00,Chievo Verona,v Udinese Calcio,1-1 (1-1),
2017-18,20.45,ACF Fiorentina,v Inter,1-1 (0-0),
2017-18,Sat Jan/6,,,,
2017-18,12.30,Torino FC,v Bologna FC,3-0 (1-0),
2017-18,15.00,AC Milan,v FC Crotone,1-0 (0-0),
2017-18,SSC Napoli,v Hellas Verona,2-0 (0-0),,
2017-18,SPAL 2013 Ferrara,v Lazio Roma,2-5 (2-4),,
2017-18,Benevento Calcio,v Sampdoria,3-2 (0-1),,
2017-18,Genoa CFC,v Sassuolo Calcio,1-0 (0-0),,
2017-18,18.00,AS Roma,v Atalanta,1-2 (0-2),
2017-18,20.45,Cagliari Calcio,v Juventus,0-1 (0-0),
2017-18,» Matchday 21,,,,
2017-18,Sun Jan/21,,,,
2017-18,12.30,Atalanta,v SSC Napoli,0-1 (0-0),
2017-18,15.00,Bologna FC,v Benevento Calcio,3-0 (1-0),
2017-18,Lazio Roma,v Chievo Verona,5-1 (2-1),,
2017-18,Hellas Verona,v FC Crotone,0-3 (0-1),,
2017-18,Sampdoria,v ACF Fiorentina,3-1 (1-0),,
2017-18,Udinese Calcio,v SPAL 2013 Ferrara,1-1 (1-0),,
2017-18,Sassuolo Calcio,v Torino FC,1-1 (0-1),,
2017-18,18.00,Cagliari Calcio,v AC Milan,1-2 (1-2),
2017-18,20.45,Inter,v AS Roma,1-1 (0-1),
2017-18,Mon Jan/22,,,,
2017-18,20.45,Juventus,v Genoa CFC,1-0 (1-0),
2017-18,» Matchday 22,,,,
2017-18,Sat Jan/27,,,,
2017-18,18.00,Sassuolo Calcio,v Atalanta,0-3 (0-1),
2017-18,20.45,Chievo Verona,v Juventus,0-2 (0-0),
2017-18,Sun Jan/28,,,,
2017-18,12.30,SPAL 2013 Ferrara,v Inter,1-1 (0-0),
2017-18,15.00,Torino FC,v Benevento Calcio,3-0 (3-0),
2017-18,SSC Napoli,v Bologna FC,3-1 (2-1),,
2017-18,FC Crotone,v Cagliari Calcio,1-1 (1-1),,
2017-18,ACF Fiorentina,v Hellas Verona,1-4 (0-2),,
2017-18,Genoa CFC,v Udinese Calcio,0-1 (0-0),,
2017-18,18.00,AC Milan,v Lazio Roma,2-1 (2-1),
2017-18,20.45,AS Roma,v Sampdoria,0-1 (0-0),
2017-18,» Matchday 23,,,,
2017-18,Sat Feb/3,,,,
2017-18,18.00,Sampdoria,v Torino FC,1-1 (1-1),
2017-18,20.45,Inter,v FC Crotone,1-1 (1-0),
2017-18,Sun Feb/4,,,,
2017-18,12.30,Hellas Verona,v AS Roma,0-1 (0-1),
2017-18,15.00,Atalanta,v Chievo Verona,1-0 (0-0),
2017-18,Bologna FC,v ACF Fiorentina,1-2 (1-1),,
2017-18,Udinese Calcio,v AC Milan,1-1 (0-1),,
2017-18,Juventus,v Sassuolo Calcio,7-0 (4-0),,
2017-18,Cagliari Calcio,v SPAL 2013 Ferrara,2-0 (1-0),,
2017-18,20.45,Benevento Calcio,v SSC Napoli,0-2 (0-1),
2017-18,Mon Feb/5,,,,
2017-18,20.45,Lazio Roma,v Genoa CFC,1-2 (0-0),
2017-18,» Matchday 24,,,,
2017-18,Fri Feb/9,,,,
2017-18,20.45,ACF Fiorentina,v Juventus,0-2 (0-0),
2017-18,Sat Feb/10,,,,
2017-18,15.00,SPAL 2013 Ferrara,v AC Milan,0-4 (0-1),
2017-18,18.00,FC Crotone,v Atalanta,1-1 (0-0),
2017-18,20.45,SSC Napoli,v Lazio Roma,4-1 (1-1),
2017-18,Sun Feb/11,,,,
2017-18,12.30,Sassuolo Calcio,v Cagliari Calcio,0-0,
2017-18,15.00,Inter,v Bologna FC,2-1 (1-1),
2017-18,Chievo Verona,v Genoa CFC,0-1 (0-0),,
2017-18,Sampdoria,v Hellas Verona,2-0 (0-0),,
2017-18,Torino FC,v Udinese Calcio,2-0 (1-0),,
2017-18,20.45,AS Roma,v Benevento Calcio,5-2 (1-1),
2017-18,» Matchday 25,,,,
2017-18,Sat Feb/17,,,,
2017-18,15.00,Udinese Calcio,v AS Roma,0-2 (0-0),
2017-18,18.00,Chievo Verona,v Cagliari Calcio,2-1 (0-0),
2017-18,20.45,Genoa CFC,v Inter,2-0 (1-0),
2017-18,Sun Feb/18,,,,
2017-18,12.30,Torino FC,v Juventus,0-1 (0-1),
2017-18,15.00,Benevento Calcio,v FC Crotone,3-2 (1-1),
2017-18,Bologna FC,v Sassuolo Calcio,2-1 (1-1),,
2017-18,SSC Napoli,v SPAL 2013 Ferrara,1-0 (1-0),,
2017-18,18.00,Atalanta,v ACF Fiorentina,1-1 (1-1),
2017-18,20.45,AC Milan,v Sampdoria,1-0 (1-0),
2017-18,Mon Feb/19,,,,
2017-18,20.45,Lazio Roma,v Hellas Verona,2-0 (0-0),
2017-18,» Matchday 26,,,,
2017-18,Sat Feb/24,,,,
2017-18,18.00,Bologna FC,v Genoa CFC,2-0 (0-0),
2017-18,20.45,Inter,v Benevento Calcio,2-0 (0-0),
2017-18,Sun Feb/25,,,,
2017-18,12.30,FC Crotone,v SPAL 2013 Ferrara,2-3 (0-1),
2017-18,15.00,ACF Fiorentina,v Chievo Verona,1-0 (1-0),
2017-18,Sassuolo Calcio,v Lazio Roma,0-3 (0-2),,
2017-18,Hellas Verona,v Torino FC,2-1 (1-0),,
2017-18,Sampdoria,v Udinese Calcio,2-1 (1-0),,
2017-18,20.45,AS Roma,v AC Milan,0-2 (0-0),
2017-18,Mon Feb/26,,,,
2017-18,20.45,Cagliari Calcio,v SSC Napoli,0-5 (0-2),
2017-18,Wed Mar/14,,,,
2017-18,18.00,Juventus,v Atalanta,2-0 (1-0),
2017-18,» Matchday 27,,,,
2017-18,Sat Mar/3,,,,
2017-18,15.00,SPAL 2013 Ferrara,v Bologna FC,1-0 (0-0),
2017-18,18.00,Lazio Roma,v Juventus,0-1 (0-0),
2017-18,20.45,SSC Napoli,v AS Roma,2-4 (1-2),
2017-18,Tue Apr/3,,,,
2017-18,18.30,Genoa CFC,v Cagliari Calcio,2-1 (0-0),
2017-18,Udinese Calcio,v ACF Fiorentina,0-2 (0-1),,
2017-18,Atalanta,v Sampdoria,1-2 (0-1),,
2017-18,Wed Apr/4,,,,
2017-18,17.00,Benevento Calcio,v Hellas Verona,3-0 (1-0),
2017-18,18.30,Torino FC,v FC Crotone,4-1 (3-0),
2017-18,AC Milan,v Inter,0-0,,
2017-18,Chievo Verona,v Sassuolo Calcio,1-1 (0-0),,
2017-18,» Matchday 28,,,,
2017-18,Fri Mar/9,,,,
2017-18,20.45,AS Roma,v Torino FC,3-0 (0-0),
2017-18,Sat Mar/10,,,,
2017-18,20.45,Hellas Verona,v Chievo Verona,1-0 (0-0),
2017-18,Sun Mar/11,,,,
2017-18,12.30,ACF Fiorentina,v Benevento Calcio,1-0 (1-0),
2017-18,15.00,Bologna FC,v Atalanta,0-1 (0-0),
2017-18,Cagliari Calcio,v Lazio Roma,2-2 (1-1),,
2017-18,FC Crotone,v Sampdoria,4-1 (3-0),,
2017-18,Sassuolo Calcio,v SPAL 2013 Ferrara,1-1 (1-1),,
2017-18,Juventus,v Udinese Calcio,2-0 (1-0),,
2017-18,18.00,Genoa CFC,v AC Milan,0-1 (0-0),
2017-18,20.45,Inter,v SSC Napoli,0-0,
2017-18,» Matchday 29,,,,
2017-18,Sat Mar/17,,,,
2017-18,18.00,Udinese Calcio,v Sassuolo Calcio,1-2 (1-1),
2017-18,20.45,SPAL 2013 Ferrara,v Juventus,0-0,
2017-18,Sun Mar/18,,,,
2017-18,12.30,Sampdoria,v Inter,0-5 (0-4),
2017-18,15.00,Hellas Verona,v Atalanta,0-5 (0-2),
2017-18,Benevento Calcio,v Cagliari Calcio,1-2 (0-0),,
2017-18,AC Milan,v Chievo Verona,3-2 (1-2),,
2017-18,Torino FC,v ACF Fiorentina,1-2 (0-0),,
2017-18,FC Crotone,v AS Roma,0-2 (0-1),,
2017-18,20.45,Lazio Roma,v Bologna FC,1-1 (1-1),
2017-18,SSC Napoli,v Genoa CFC,1-0 (0-0),,
2017-18,» Matchday 30,,,,
2017-18,Sat Mar/31,,,,
2017-18,12.30,Bologna FC,v AS Roma,1-1 (1-0),
2017-18,15.00,Lazio Roma,v Benevento Calcio,6-2 (1-1),
2017-18,ACF Fiorentina,v FC Crotone,2-0 (1-0),,
2017-18,Inter,v Hellas Verona,3-0 (2-0),,
2017-18,Genoa CFC,v SPAL 2013 Ferrara,1-1 (1-0),,
2017-18,Cagliari Calcio,v Torino FC,0-4 (0-0),,
2017-18,Atalanta,v Udinese Calcio,2-0 (0-0),,
2017-18,18.00,Sassuolo Calcio,v SSC Napoli,1-1 (1-0),
2017-18,Chievo Verona,v Sampdoria,2-1 (0-1),,
2017-18,20.45,Juventus,v AC Milan,3-1 (1-1),
2017-18,» Matchday 31,,,,
2017-18,Sat Apr/7,,,,
2017-18,15.00,Benevento Calcio,v Juventus,2-4 (1-2),
2017-18,18.00,SPAL 2013 Ferrara,v Atalanta,1-1 (1-0),
2017-18,AS Roma,v ACF Fiorentina,0-2 (0-2),,
2017-18,20.45,Sampdoria,v Genoa CFC,0-0,
2017-18,Sun Apr/8,,,,
2017-18,12.30,Torino FC,v Inter,1-0 (1-0),
2017-18,15.00,FC Crotone,v Bologna FC,1-0 (1-0),
2017-18,Hellas Verona,v Cagliari Calcio,1-0 (1-0),,
2017-18,SSC Napoli,v Chievo Verona,2-1 (0-0),,
2017-18,18.00,Udinese Calcio,v Lazio Roma,1-2 (1-2),
2017-18,20.45,AC Milan,v Sassuolo Calcio,1-1 (0-0),
2017-18,» Matchday 32,,,,
2017-18,Sat Apr/14,,,,
2017-18,15.00,Cagliari Calcio,v Udinese Calcio,2-1 (1-1),
2017-18,18.00,Genoa CFC,v FC Crotone,1-0 (1-0),
2017-18,Chievo Verona,v Torino FC,0-0,,
2017-18,20.45,Atalanta,v Inter,0-0,
2017-18,Sun Apr/15,,,,
2017-18,12.30,ACF Fiorentina,v SPAL 2013 Ferrara,0-0,
2017-18,15.00,Sassuolo Calcio,v Benevento Calcio,2-2 (1-1),
2017-18,Bologna FC,v Hellas Verona,2-0 (1-0),,
2017-18,AC Milan,v SSC Napoli,0-0,,
2017-18,18.00,Juventus,v Sampdoria,3-0 (1-0),
2017-18,20.45,Lazio Roma,v AS Roma,0-0,
2017-18,» Matchday 33,,,,
2017-18,Tue Apr/17,,,,
2017-18,20.45,Inter,v Cagliari Calcio,4-0 (1-0),
2017-18,Wed Apr/18,,,,
2017-18,18.00,Benevento Calcio,v Atalanta,0-3 (0-1),
2017-18,20.45,Sampdoria,v Bologna FC,1-0 (0-0),
2017-18,SPAL 2013 Ferrara,v Chievo Verona,0-0,,
2017-18,AS Roma,v Genoa CFC,2-1 (1-0),,
2017-18,FC Crotone,v Juventus,1-1 (0-1),,
2017-18,ACF Fiorentina,v Lazio Roma,3-4 (2-2),,
2017-18,Torino FC,v AC Milan,1-1 (0-1),,
2017-18,Hellas Verona,v Sassuolo Calcio,0-1 (0-1),,
2017-18,SSC Napoli,v Udinese Calcio,4-2 (1-1),,
2017-18,» Matchday 34,,,,
2017-18,Sat Apr/21,,,,
2017-18,15.00,SPAL 2013 Ferrara,v AS Roma,0-3 (0-1),
2017-18,18.00,Sassuolo Calcio,v ACF Fiorentina,1-0 (1-0),
2017-18,20.45,AC Milan,v Benevento Calcio,0-1 (0-1),
2017-18,Sun Apr/22,,,,
2017-18,12.30,Cagliari Calcio,v Bologna FC,0-0,
2017-18,15.00,Udinese Calcio,v FC Crotone,1-2 (1-1),
2017-18,Chievo Verona,v Inter,1-2 (0-0),,
2017-18,Lazio Roma,v Sampdoria,4-0 (2-0),,
2017-18,Atalanta,v Torino FC,2-1 (0-0),,
2017-18,20.45,Juventus,v SSC Napoli,0-1 (0-0),
2017-18,Mon Apr/23,,,,
2017-18,20.45,Genoa CFC,v Hellas Verona,3-1 (1-0),
2017-18,» Matchday 35,,,,
2017-18,Sat Apr/28,,,,
2017-18,18.00,AS Roma,v Chievo Verona,4-1 (2-0),
2017-18,20.45,Inter,v Juventus,2-3 (0-1),
2017-18,Sun Apr/29,,,,
2017-18,12.30,FC Crotone,v Sassuolo Calcio,4-1 (3-1),
2017-18,15.00,Sampdoria,v Cagliari Calcio,4-1 (3-0),
2017-18,Atalanta,v Genoa CFC,3-1 (2-0),,
2017-18,Bologna FC,v AC Milan,1-2 (0-2),,
2017-18,Hellas Verona,v SPAL 2013 Ferrara,1-3 (1-1),,
2017-18,Benevento Calcio,v Udinese Calcio,3-3 (1-1),,
2017-18,18.00,ACF Fiorentina,v SSC Napoli,3-0 (1-0),
2017-18,20.45,Torino FC,v Lazio Roma,0-1 (0-0),
2017-18,» Matchday 36,,,,
2017-18,Sat May/5,,,,
2017-18,18.00,AC Milan,v Hellas Verona,4-1 (2-0),
2017-18,20.45,Juventus,v Bologna FC,3-1 (0-1),
2017-18,Sun May/6,,,,
2017-18,12.30,Udinese Calcio,v Inter,0-4 (0-3),
2017-18,15.00,Lazio Roma,v Atalanta,1-1 (1-1),
2017-18,SPAL 2013 Ferrara,v Benevento Calcio,2-0 (1-0),,
2017-18,Chievo Verona,v FC Crotone,2-1 (1-0),,
2017-18,Genoa CFC,v ACF Fiorentina,2-3 (0-1),,
2017-18,SSC Napoli,v Torino FC,2-2 (1-0),,
2017-18,18.00,Sassuolo Calcio,v Sampdoria,1-0 (0-0),
2017-18,20.45,Cagliari Calcio,v AS Roma,0-1 (0-1),
2017-18,» Matchday 37,,,,
2017-18,Sat May/12,,,,
2017-18,18.00,Benevento Calcio,v Genoa CFC,1-0 (0-0),
2017-18,20.45,Inter,v Sassuolo Calcio,1-2 (0-1),
2017-18,Sun May/13,,,,
2017-18,15.00,ACF Fiorentina,v Cagliari Calcio,0-1 (0-1),
2017-18,Bologna FC,v Chievo Verona,1-2 (1-0),,
2017-18,FC Crotone,v Lazio Roma,2-2 (1-1),,
2017-18,Torino FC,v SPAL 2013 Ferrara,2-1 (0-1),,
2017-18,Hellas Verona,v Udinese Calcio,0-1 (0-1),,
2017-18,18.00,Atalanta,v AC Milan,1-1 (0-0),
2017-18,20.45,AS Roma,v Juventus,0-0,
2017-18,Sampdoria,v SSC Napoli,0-2 (0-0),,
2017-18,» Matchday 38,,,,
2017-18,Sat May/19,,,,
2017-18,15.00,Juventus,v Hellas Verona,2-1 (0-0),
2017-18,Sun May/20,,,,
2017-18,15.00,Genoa CFC,v Torino FC,1-2 (0-1),
2017-18,18.00,Cagliari Calcio,v Atalanta,1-0 (0-0),
2017-18,Chievo Verona,v Benevento Calcio,1-0 (0-0),,
2017-18,Udinese Calcio,v Bologna FC,1-0 (1-0),,
2017-18,SSC Napoli,v FC Crotone,2-1 (2-0),,
2017-18,AC Milan,v ACF Fiorentina,5-1 (2-1),,
2017-18,SPAL 2013 Ferrara,v Sampdoria,3-1 (1-0),,
2017-18,20.45,Lazio Roma,v Inter,2-3 (2-1),
2017-18,Sassuolo Calcio,v AS Roma,0-1 (0-1),,
2018-19,= Italian Serie A 2018/19,,,,
2018-19,» Matchday 1,,,,
2018-19,Sat Aug/18 2018,,,,
2018-19,18.00,Chievo Verona,v Juventus,2-3 (1-1),
2018-19,20.30,Lazio Roma,v SSC Napoli,1-2 (1-1),
2018-19,Sun Aug/19,,,,
2018-19,18.00,Torino FC,v AS Roma,0-1 (0-0),
2018-19,20.30,Bologna FC,v SPAL 2013 Ferrara,0-1 (0-0),
2018-19,Empoli FC,v Cagliari Calcio,2-0 (1-0),,
2018-19,Parma Calcio 1913,v Udinese Calcio,2-2 (1-0),,
2018-19,Sassuolo Calcio,v Inter,1-0 (1-0),,
2018-19,Mon Aug/20,,,,
2018-19,20.30,Atalanta,v Frosinone Calcio,4-0 (1-0),
2018-19,Wed Sep/19,,,,
2018-19,19.00,Sampdoria,v ACF Fiorentina,1-1 (0-1),
2018-19,Wed Oct/31,,,,
2018-19,20.30,AC Milan,v Genoa CFC,2-1 (1-0),
2018-19,» Matchday 2,,,,
2018-19,Sat Aug/25,,,,
2018-19,18.00,Juventus,v Lazio Roma,2-0 (1-0),
2018-19,20.30,SSC Napoli,v AC Milan,3-2 (0-1),
2018-19,Sun Aug/26,,,,
2018-19,18.00,SPAL 2013 Ferrara,v Parma Calcio 1913,1-0 (0-0),
2018-19,20.30,Cagliari Calcio,v Sassuolo Calcio,2-2 (1-0),
2018-19,ACF Fiorentina,v Chievo Verona,6-1 (2-0),,
2018-19,Frosinone Calcio,v Bologna FC,0-0,,
2018-19,Genoa CFC,v Empoli FC,2-1 (2-0),,
2018-19,Inter,v Torino FC,2-2 (2-0),,
2018-19,Udinese Calcio,v Sampdoria,1-0 (1-0),,
2018-19,Mon Aug/27,,,,
2018-19,20.30,AS Roma,v Atalanta,3-3 (1-3),
2018-19,» Matchday 3,,,,
2018-19,Fri Aug/31,,,,
2018-19,20.30,AC Milan,v AS Roma,2-1 (1-0),
2018-19,Sat Sep/1,,,,
2018-19,18.00,Bologna FC,v Inter,0-3 (0-0),
2018-19,20.30,Parma Calcio 1913,v Juventus,1-2 (1-1),
2018-19,Sun Sep/2,,,,
2018-19,18.00,ACF Fiorentina,v Udinese Calcio,1-0 (0-0),
2018-19,20.30,Atalanta,v Cagliari Calcio,0-1 (0-1),
2018-19,Chievo Verona,v Empoli FC,0-0,,
2018-19,Lazio Roma,v Frosinone Calcio,1-0 (0-0),,
2018-19,Sampdoria,v SSC Napoli,3-0 (2-0),,
2018-19,Sassuolo Calcio,v Genoa CFC,5-3 (4-1),,
2018-19,Torino FC,v SPAL 2013 Ferrara,1-0 (0-0),,
2018-19,» Matchday 4,,,,
2018-19,Sat Sep/15,,,,
2018-19,15.00,Inter,v Parma Calcio 1913,0-1 (0-0),
2018-19,18.00,SSC Napoli,v ACF Fiorentina,1-0 (0-0),
2018-19,20.30,Frosinone Calcio,v Sampdoria,0-5 (0-1),
2018-19,Sun Sep/16,,,,
2018-19,12.30,AS Roma,v Chievo Verona,2-2 (2-0),
2018-19,15.00,Genoa CFC,v Bologna FC,1-0 (0-0),
2018-19,Juventus,v Sassuolo Calcio,2-1 (0-0),,
