Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,source_file,B365H,B365D,B365A,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,Bb1X2,B365>2.5,B365<2.5,Avg>2.5,Avg<2.5,AHh,B365AHH,B365AHA,imp_H,imp_D,imp_A,imp_over2_5,imp_under2_5,spread_max_avg_H,bookies_count,market_raw_sum,market_vig,imp_B365_H,imp_B365_D,imp_B365_A,imp_imp_diff_H,imp_imp_diff_D,imp_imp_diff_A,odds_spread_H,odds_spread_D,odds_spread_A,has_bookies_1x2
I1,2017-10-22,,Benevento,Fiorentina,0,3,A,9,14,1,7,16,18,3,5,2,1,0,0,I8.csv,6.0,3.79,1.57,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.15613364366063767,0.24717727228596997,0.5966890840533924,,,,,,,True
I1,2017-10-22,,Chievo,Verona,3,2,H,22,11,8,3,8,11,5,4,2,3,0,1,I8.csv,1.9,3.39,4.33,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.5001823032913411,0.28033816408659235,0.21947953262206651,,,,,,,True
I1,2017-10-22,,Atalanta,Bologna,1,0,H,20,6,2,0,12,15,10,3,3,4,0,1,I8.csv,1.6,3.75,6.5,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.5977927651747396,0.25505824647455555,0.1471489883507051,,,,,,,True
I1,2017-10-22,,Lazio,Cagliari,3,0,H,10,12,3,5,12,15,4,5,1,4,0,0,I8.csv,1.28,6.0,9.0,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.7377049180327869,0.15737704918032788,0.10491803278688525,,,,,,,True
I1,2017-10-24,,Inter,Sampdoria,3,2,H,24,12,8,2,12,11,8,4,2,2,0,0,I8.csv,1.44,4.75,7.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.6627466613514053,0.20091688259916285,0.13633645604943193,,,,,,,True
I1,2017-10-25,,Sassuolo,Udinese,0,1,A,11,8,3,2,15,19,6,3,2,3,0,0,I8.csv,2.0,3.5,3.75,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.4751131221719457,0.27149321266968324,0.25339366515837103,,,,,,,True
I1,2017-10-25,,Roma,Crotone,1,0,H,20,3,4,2,8,9,10,1,0,1,0,0,I8.csv,1.16,8.0,15.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.8181074447777474,0.11862557949277337,0.06326697572947913,,,,,,,True
I1,2017-10-25,,Juventus,Spal,4,1,H,16,6,6,2,16,13,5,2,1,0,0,0,I8.csv,1.12,9.0,21.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.8490566037735848,0.10566037735849056,0.045283018867924525,,,,,,,True
I1,2017-10-25,,Genoa,Napoli,2,3,A,7,19,4,6,8,5,1,4,1,1,0,0,I8.csv,9.0,5.25,1.33,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.10547184773988898,0.18080888183980967,0.7137192704203014,,,,,,,True
I1,2017-10-25,,Fiorentina,Torino,3,0,H,15,5,7,0,22,22,5,6,1,3,0,1,I8.csv,1.85,3.79,4.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.5126557665319649,0.2502409414470013,0.23710329202103378,,,,,,,True
I1,2017-10-25,,Chievo,Milan,1,4,A,9,17,3,4,12,10,1,1,2,3,0,0,I8.csv,3.6,3.25,2.14,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.26385674722106306,0.2922720892294852,0.44387116354945183,,,,,,,True
I1,2017-10-25,,Bologna,Lazio,1,2,A,7,14,3,3,12,9,10,4,2,2,0,0,I8.csv,5.25,3.75,1.7,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.18220793140407288,0.255091103965702,0.5627009646302251,,,,,,,True
I1,2017-10-25,,Atalanta,Verona,3,0,H,23,11,7,4,7,14,5,5,0,0,0,0,I8.csv,1.36,5.0,8.5,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.6983240223463686,0.18994413407821228,0.11173184357541899,,,,,,,True
I1,2017-10-25,,Cagliari,Benevento,2,1,H,13,9,5,3,26,15,5,2,5,1,0,0,I8.csv,1.44,4.5,7.5,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.6613756613756613,0.21164021164021163,0.12698412698412698,,,,,,,True
I1,2017-10-28,,Milan,Juventus,0,2,A,11,9,4,4,21,10,5,6,2,0,0,0,I8.csv,4.2,3.5,1.9,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.22673031026252988,0.27207637231503584,0.5011933174224344,,,,,,,True
I1,2017-10-28,,Roma,Bologna,1,0,H,15,10,3,2,10,13,7,5,1,4,0,0,I8.csv,1.28,5.75,10.0,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.7404069018799897,0.16482101467937163,0.09477208344063869,,,,,,,True
I1,2017-10-29,,Spal,Genoa,1,0,H,7,13,3,2,14,24,4,5,4,3,0,0,I8.csv,3.1,3.1,2.5,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.30864197530864196,0.30864197530864196,0.3827160493827161,,,,,,,True
I1,2017-10-29,,Torino,Cagliari,2,1,H,19,7,6,3,9,19,7,6,4,3,0,0,I8.csv,1.6,4.33,5.25,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.5972727631008525,0.22070125195412565,0.18202598494502173,,,,,,,True
I1,2017-10-29,,Sampdoria,Chievo,4,1,H,15,13,7,6,9,11,8,6,2,3,0,0,I8.csv,1.83,3.6,4.5,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.5221932114882506,0.2654482158398608,0.2123585726718886,,,,,,,True
I1,2017-10-29,,Udinese,Atalanta,2,1,H,7,7,4,2,15,15,5,7,0,2,0,0,I8.csv,3.6,3.39,2.1,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.2648141948443254,0.28121861399397385,0.4539671911617006,,,,,,,True
I1,2017-10-29,,Crotone,Fiorentina,2,1,H,11,17,5,3,19,17,3,5,3,3,0,0,I8.csv,5.5,3.75,1.64,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.17181170554546726,0.25199050146668533,0.5761977929878476,,,,,,,True
I1,2017-10-29,,Benevento,Lazio,1,5,A,19,12,6,9,12,10,2,6,1,1,0,0,I8.csv,11.0,5.5,1.28,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.0862533692722372,0.1725067385444744,0.7412398921832885,,,,,,,True
I1,2017-10-29,,Napoli,Sassuolo,3,1,H,26,8,9,1,14,13,6,5,2,2,0,0,I8.csv,1.14,9.0,15.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.8314855875831485,0.10532150776053213,0.06319290465631928,,,,,,,True
I1,2017-10-30,,Verona,Inter,1,2,A,10,17,2,4,12,9,4,7,4,2,0,0,I8.csv,7.5,5.0,1.39,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.1266514806378132,0.18997722095671982,0.683371298405467,,,,,,,True
I1,2017-11-04,,Bologna,Crotone,2,3,A,15,10,5,6,14,14,5,2,2,3,0,0,I8.csv,1.8,3.5,4.75,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.5281969817315331,0.27164416203335984,0.20015885623510724,,,,,,,True
I1,2017-11-04,,Genoa,Sampdoria,0,2,A,14,11,2,5,22,8,5,2,4,2,0,0,I8.csv,3.0,3.1,2.54,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.3175768331047834,0.3073324191336613,0.37509074776155515,,,,,,,True
I1,2017-11-05,,Juventus,Benevento,2,1,H,27,3,8,1,15,13,8,2,3,3,0,0,I8.csv,1.06,13.0,34.0,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.8987027774389005,0.07327884185271036,0.028018380708389252,,,,,,,True
I1,2017-11-05,,Atalanta,Spal,1,1,D,9,11,3,3,14,13,3,3,0,2,1,0,I8.csv,1.3,5.25,10.0,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.7258900795022467,0.1797442101624611,0.09436571033529209,,,,,,,True
I1,2017-11-05,,Cagliari,Verona,2,1,H,22,9,9,2,11,15,8,2,2,4,0,0,I8.csv,1.9,3.29,4.5,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.5000675538742148,0.2887928122677836,0.21113963385800177,,,,,,,True
I1,2017-11-05,,Chievo,Napoli,0,0,D,3,19,1,5,7,7,2,11,1,3,0,0,I8.csv,7.5,5.0,1.39,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.1266514806378132,0.18997722095671982,0.683371298405467,,,,,,,True
I1,2017-11-05,,Fiorentina,Roma,2,4,A,20,21,6,10,15,10,6,9,1,1,0,0,I8.csv,3.0,3.5,2.29,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.3157376403387827,0.27063226314752803,0.41363009651368915,,,,,,,True
I1,2017-11-05,,Inter,Torino,1,1,D,20,7,5,3,19,12,8,3,3,5,0,0,I8.csv,1.5,4.33,6.5,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.6340391980175715,0.2196440639783735,0.14631673800405498,,,,,,,True
I1,2017-11-05,,Sassuolo,Milan,0,2,A,6,14,1,10,20,15,7,10,2,3,0,0,I8.csv,3.75,3.39,2.04,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.2535220561549375,0.2804447523837804,0.46603319146128214,,,,,,,True
I1,2017-11-18,,Roma,Lazio,2,1,H,16,12,7,2,11,17,6,7,2,4,0,0,I8.csv,2.1,3.5,3.39,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.4505582137161085,0.2703349282296651,0.2791068580542265,,,,,,,True
I1,2017-11-18,,Napoli,Milan,2,1,H,16,13,10,3,17,7,3,1,2,1,0,0,I8.csv,1.44,4.59,7.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.6581373055084433,0.20647444878696264,0.13538824570459407,,,,,,,True
I1,2017-11-19,,Benevento,Sassuolo,1,2,A,13,15,6,5,26,11,6,5,4,1,1,0,I8.csv,3.39,3.6,2.04,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.2775132635015644,0.26132498979730645,0.461161746701129,,,,,,,True
I1,2017-11-19,,Crotone,Genoa,0,1,A,11,10,5,7,17,15,5,2,1,3,0,0,I8.csv,3.1,3.2,2.45,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.3092092289489253,0.2995464405442714,0.39124433050680335,,,,,,,True
I1,2017-11-19,,Inter,Atalanta,2,0,H,8,8,4,1,10,13,1,2,0,2,0,0,I8.csv,1.75,3.75,4.75,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.5449330783938815,0.25430210325047803,0.20076481835564056,,,,,,,True
I1,2017-11-19,,Sampdoria,Juventus,3,2,H,9,19,5,4,12,15,3,4,4,3,0,0,I8.csv,7.0,4.0,1.53,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.13651572607628817,0.23890252063350434,0.6245817532902074,,,,,,,True
I1,2017-11-19,,Spal,Fiorentina,1,1,D,7,20,1,5,10,17,1,8,4,3,1,0,I8.csv,3.79,3.6,1.95,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.2502272362722558,0.2634336737421804,0.48633908998556385,,,,,,,True
I1,2017-11-19,,Torino,Chievo,1,1,D,19,12,5,4,9,15,5,1,1,1,0,1,I8.csv,1.83,3.6,4.5,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.5221932114882506,0.2654482158398608,0.2123585726718886,,,,,,,True
I1,2017-11-19,,Udinese,Cagliari,0,1,A,14,12,5,4,9,11,6,4,1,0,1,0,I8.csv,1.95,3.6,3.79,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.48633908998556385,0.2634336737421804,0.2502272362722558,,,,,,,True
I1,2017-11-20,,Verona,Bologna,2,3,A,17,12,5,5,11,11,6,4,2,1,0,0,I8.csv,2.87,3.2,2.6,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.3332532243851638,0.2988864856204438,0.36786028999439235,,,,,,,True
I1,2017-11-25,,Chievo,Spal,2,1,H,12,14,3,5,23,24,2,8,0,1,0,0,I8.csv,1.9,3.5,4.2,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.5011933174224343,0.2720763723150358,0.22673031026252982,,,,,,,True
I1,2017-11-25,,Sassuolo,Verona,0,2,A,20,9,3,6,10,15,10,6,0,3,0,1,I8.csv,1.66,4.0,5.0,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.5724098454493417,0.2375500858614768,0.19004006868918144,,,,,,,True
I1,2017-11-25,,Bologna,Sampdoria,3,0,H,11,20,6,7,5,13,5,12,2,2,1,0,I8.csv,2.6,3.29,2.75,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.3655334020160394,0.28887138153243236,0.3455952164515282,,,,,,,True
I1,2017-11-25,,Cagliari,Inter,1,3,A,15,10,4,4,12,15,7,5,2,2,0,0,I8.csv,5.0,4.0,1.66,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.19004006868918144,0.2375500858614768,0.5724098454493417,,,,,,,True
I1,2017-11-26,,Genoa,Roma,1,1,D,9,14,4,4,15,16,1,4,1,3,0,1,I8.csv,5.0,3.75,1.72,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.1908284023668639,0.2544378698224852,0.5547337278106509,,,,,,,True
I1,2017-11-26,,Juventus,Crotone,3,0,H,25,4,10,1,8,9,7,0,2,2,0,0,I8.csv,1.14,8.0,19.0,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.8316008316008316,0.1185031185031185,0.04989604989604989,,,,,,,True
I1,2017-11-26,,Lazio,Fiorentina,1,1,D,13,16,7,8,16,8,6,5,2,2,0,0,I8.csv,1.64,4.2,5.0,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.5819108845045445,0.22722234537796498,0.19086677011749062,,,,,,,True
I1,2017-11-26,,Milan,Torino,0,0,D,17,8,6,2,15,20,5,4,0,2,0,0,I8.csv,1.75,3.75,4.75,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.5449330783938815,0.25430210325047803,0.20076481835564056,,,,,,,True
I1,2017-11-26,,Udinese,Napoli,0,1,A,10,9,2,4,14,7,3,7,5,1,0,0,I8.csv,7.5,5.5,1.36,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.12693025623621246,0.17308671304938064,0.6999830307144069,,,,,,,True
I1,2017-11-27,,Atalanta,Benevento,1,0,H,14,6,4,2,11,16,9,3,1,2,0,0,I8.csv,1.22,6.0,12.0,,,,,,,33.0,,,,,,,,,,,,,,33.0,,,0.7662835249042146,0.1558109833971903,0.07790549169859515,,,,,,,True
I1,2017-12-01,,Roma,Spal,3,1,H,37,3,15,2,10,12,10,0,1,2,0,1,I8.csv,1.22,6.5,12.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.7755791985681615,0.14557024957740877,0.07885055185442974,,,,,,,True
I1,2017-12-01,,Napoli,Juventus,0,1,A,21,7,6,4,9,5,10,3,2,1,0,0,I8.csv,2.0,3.39,4.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.4784756527875794,0.2822865208186309,0.2392378263937897,,,,,,,True
I1,2017-12-02,,Torino,Atalanta,1,1,D,9,14,4,6,9,13,5,7,2,2,0,0,I8.csv,2.45,3.39,2.87,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.388142645703594,0.28051607137870366,0.3313412829177022,,,,,,,True
I1,2017-12-03,,Sampdoria,Lazio,1,2,A,16,14,3,3,10,12,5,6,0,1,0,0,I8.csv,3.6,3.6,2.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.2631578947368421,0.2631578947368421,0.47368421052631576,,,,,,,True
I1,2017-12-03,,Inter,Chievo,5,0,H,37,7,13,4,11,4,18,2,1,0,0,0,I8.csv,1.39,4.75,8.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.6819507380322132,0.19956032123468972,0.11848894073309703,,,,,,,True
I1,2017-12-03,,Fiorentina,Sassuolo,3,0,H,23,8,9,1,9,9,13,8,1,3,0,0,I8.csv,1.57,4.0,6.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.6045340050377834,0.23727959697732998,0.15818639798488665,,,,,,,True
I1,2017-12-03,,Benevento,Milan,2,2,D,17,12,6,7,16,12,4,3,3,5,0,1,I8.csv,9.0,5.0,1.36,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.10618363522798252,0.19113054341036856,0.702685821361649,,,,,,,True
I1,2017-12-03,,Bologna,Cagliari,1,1,D,13,8,3,2,15,20,5,3,6,2,0,0,I8.csv,2.0,3.29,4.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.4744051910598414,0.2883922134102379,0.2372025955299207,,,,,,,True
I1,2017-12-04,,Crotone,Udinese,0,3,A,9,15,2,6,8,11,7,7,0,0,0,0,I8.csv,2.87,3.1,2.62,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.33099142568382617,0.30643399732663906,0.36257457698953477,,,,,,,True
I1,2017-12-04,,Verona,Genoa,0,1,A,15,9,3,1,17,19,2,3,2,4,0,0,I8.csv,3.5,3.29,2.14,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.2703182111373898,0.28757256503977635,0.44210922382283374,,,,,,,True
I1,2017-12-09,,Cagliari,Sampdoria,2,2,D,14,16,6,9,15,11,6,4,3,0,0,0,I8.csv,2.6,3.39,2.7,,,,,,,38.0,,,,,,,,,,,,,,38.0,,,0.36631048145035416,0.2809460919678233,0.3527434265818225,,,,,,,True
I1,2017-12-09,,Juventus,Inter,0,0,D,19,6,8,1,10,21,3,4,2,5,0,0,I8.csv,1.7,3.75,5.25,,,,,,,38.0,,,,,,,,,,,,,,38.0,,,0.5627009646302251,0.255091103965702,0.18220793140407288,,,,,,,True
I1,2017-12-10,,Napoli,Fiorentina,0,0,D,10,6,4,3,10,6,4,2,3,3,0,0,I8.csv,1.36,5.5,7.5,,,,,,,38.0,,,,,,,,,,,,,,38.0,,,0.6999830307144069,0.17308671304938064,0.12693025623621246,,,,,,,True
I1,2017-12-10,,Udinese,Benevento,2,0,H,9,20,2,5,16,15,3,9,1,2,0,0,I8.csv,1.5,4.2,7.0,,,,,,,38.0,,,,,,,,,,,,,,38.0,,,0.6363636363636365,0.2272727272727273,0.13636363636363638,,,,,,,True
I1,2017-12-10,,Spal,Verona,2,2,D,19,16,10,8,14,15,8,6,3,2,0,0,I8.csv,2.04,3.5,3.6,,,,,,,38.0,,,,,,,,,,,,,,38.0,,,0.46521931767833413,0.27115640230394333,0.2636242800177227,,,,,,,True
I1,2017-12-10,,Sassuolo,Crotone,2,1,H,16,8,7,2,10,15,8,6,3,2,0,0,I8.csv,1.83,3.6,4.5,,,,,,,38.0,,,,,,,,,,,,,,38.0,,,0.5221932114882506,0.2654482158398608,0.2123585726718886,,,,,,,True
I1,2017-12-10,,Milan,Bologna,2,1,H,21,10,7,2,9,7,12,7,0,0,0,0,I8.csv,1.5,4.2,7.0,,,,,,,38.0,,,,,,,,,,,,,,38.0,,,0.6363636363636365,0.2272727272727273,0.13636363636363638,,,,,,,True
I1,2017-12-10,,Chievo,Roma,0,0,D,9,24,1,8,10,8,1,13,1,2,0,0,I8.csv,5.5,4.0,1.61,,,,,,,38.0,,,,,,,,,,,,,,38.0,,,0.17267730258747824,0.23743129105778257,0.5898914063547392,,,,,,,True
I1,2017-12-11,,Lazio,Torino,1,3,A,20,18,7,6,7,16,13,2,1,1,1,0,I8.csv,1.5,4.75,5.75,,,,,,,37.0,,,,,,,,,,,,,,37.0,,,0.6342525399129173,0.20029027576197386,0.16545718432510886,,,,,,,True
I1,2017-12-12,,Genoa,Atalanta,1,2,A,15,13,4,7,14,20,7,5,3,2,0,0,I8.csv,3.1,3.29,2.37,,,,,,,38.0,,,,,,,,,,,,,,38.0,,,0.30766711517442485,0.2898991054835006,0.40243377934207464,,,,,,,True
I1,2017-12-16,,Torino,Napoli,1,3,A,8,12,2,4,8,8,4,5,1,1,0,0,I8.csv,5.5,3.89,1.61,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.171525679965163,0.24251702822837953,0.5859572918064574,,,,,,,True
I1,2017-12-16,,Inter,Udinese,1,3,A,26,8,8,5,9,16,15,3,1,4,0,0,I8.csv,1.33,5.25,9.0,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.7137192704203014,0.18080888183980967,0.10547184773988898,,,,,,,True
I1,2017-12-16,,Roma,Cagliari,1,0,H,21,3,6,0,14,15,5,1,1,3,0,0,I8.csv,1.25,6.0,12.0,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.7619047619047619,0.15873015873015872,0.07936507936507936,,,,,,,True
I1,2017-12-17,,Fiorentina,Genoa,0,0,D,22,5,4,3,13,9,3,4,2,2,0,0,I8.csv,1.57,4.0,6.0,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.6045340050377834,0.23727959697732998,0.15818639798488665,,,,,,,True
I1,2017-12-17,,Crotone,Chievo,1,0,H,15,15,6,4,17,13,6,4,4,4,0,0,I8.csv,3.2,3.2,2.37,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.29848866498740556,0.29848866498740556,0.4030226700251889,,,,,,,True
I1,2017-12-17,,Bologna,Juventus,0,3,A,3,11,1,6,9,9,3,7,3,1,0,0,I8.csv,7.0,4.75,1.44,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.13633645604943193,0.20091688259916285,0.6627466613514053,,,,,,,True
I1,2017-12-17,,Sampdoria,Sassuolo,0,1,A,13,15,2,7,15,16,7,5,1,6,0,0,I8.csv,1.8,4.0,4.2,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.532319391634981,0.23954372623574144,0.22813688212927755,,,,,,,True
I1,2017-12-17,,Atalanta,Lazio,3,3,D,13,13,6,4,5,12,5,7,2,2,0,0,I8.csv,2.37,3.39,3.0,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.4017492089451417,0.28086891598819647,0.317381875066662,,,,,,,True
I1,2017-12-17,,Benevento,Spal,1,2,A,16,14,4,5,14,11,6,3,2,3,0,0,I8.csv,2.87,3.1,2.62,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.33099142568382617,0.30643399732663906,0.36257457698953477,,,,,,,True
I1,2017-12-17,,Verona,Milan,3,0,H,6,30,4,8,12,13,4,13,3,2,0,1,I8.csv,5.5,4.33,1.57,,,,,,,34.0,,,,,,,,,,,,,,34.0,,,0.17320838460970087,0.2200106501970796,0.6067809651932196,,,,,,,True
I1,2017-12-22,,Chievo,Bologna,2,3,A,21,9,8,5,13,13,7,5,2,2,0,1,I8.csv,2.54,3.0,3.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.37128712871287134,0.3143564356435644,0.3143564356435644,,,,,,,True
I1,2017-12-22,,Cagliari,Fiorentina,0,1,A,8,26,1,7,14,13,7,10,2,2,1,0,I8.csv,3.25,3.29,2.25,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.2913509790416216,0.2878087178982584,0.42084030306012005,,,,,,,True
I1,2017-12-23,,Genoa,Benevento,1,0,H,15,12,5,3,14,17,8,4,2,5,0,0,I8.csv,1.44,4.33,8.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.661129263749351,0.2198674687757657,0.11900326747488318,,,,,,,True
I1,2017-12-23,,Juventus,Roma,1,0,H,22,13,7,3,9,13,3,5,2,3,0,0,I8.csv,1.8,3.6,4.75,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.5322128851540617,0.26610644257703087,0.20168067226890757,,,,,,,True
I1,2017-12-23,,Lazio,Crotone,4,0,H,19,8,6,2,12,7,10,3,1,2,0,0,I8.csv,1.22,6.5,13.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.78031212484994,0.14645858343337334,0.07322929171668667,,,,,,,True
I1,2017-12-23,,Milan,Atalanta,0,2,A,23,11,5,7,17,11,7,4,2,0,0,0,I8.csv,2.39,3.25,3.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.3949367088607595,0.2904303797468355,0.31463291139240507,,,,,,,True
I1,2017-12-23,,Napoli,Sampdoria,3,2,H,14,6,9,2,17,15,2,2,4,5,1,0,I8.csv,1.25,6.0,12.0,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.7619047619047619,0.15873015873015872,0.07936507936507936,,,,,,,True
I1,2017-12-23,,Sassuolo,Inter,1,0,H,9,16,4,4,14,18,1,10,1,2,0,0,I8.csv,5.0,3.75,1.72,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.1908284023668639,0.2544378698224852,0.5547337278106509,,,,,,,True
I1,2017-12-23,,Spal,Torino,2,2,D,15,15,4,5,12,21,9,3,4,2,0,0,I8.csv,3.6,3.39,2.1,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.2648141948443254,0.28121861399397385,0.4539671911617006,,,,,,,True
I1,2017-12-23,,Udinese,Verona,4,0,H,27,3,10,0,12,15,7,1,0,3,0,0,I8.csv,1.66,3.79,5.25,,,,,,,35.0,,,,,,,,,,,,,,35.0,,,0.5700652362629964,0.24968556522337043,0.1802491985136331,,,,,,,True
I1,2017-12-29,,Crotone,Napoli,0,1,A,5,23,2,7,10,6,2,15,1,2,0,0,I8.csv,15.0,6.5,1.19,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.06284275094446927,0.14502173294877524,0.7921355161067555,,,,,,,True
I1,2017-12-30,,Verona,Juventus,1,3,A,3,18,1,8,22,4,6,6,2,0,0,0,I8.csv,15.0,6.5,1.19,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.06284275094446927,0.14502173294877524,0.7921355161067555,,,,,,,True
I1,2017-12-30,,Torino,Genoa,0,0,D,17,3,6,1,25,23,8,3,1,3,0,0,I8.csv,2.1,3.39,3.6,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.4539671911617006,0.28121861399397385,0.2648141948443254,,,,,,,True
I1,2017-12-30,,Sampdoria,Spal,2,0,H,20,9,8,2,16,15,11,3,3,4,0,0,I8.csv,1.72,4.0,4.5,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.5518087063151441,0.23727774371551194,0.21091354996934394,,,,,,,True
I1,2017-12-30,,Roma,Sassuolo,1,1,D,21,15,4,5,13,12,7,4,1,2,0,0,I8.csv,1.3,5.5,10.0,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.7318695941450432,0.17298735861610112,0.09514304723885562,,,,,,,True
I1,2017-12-30,,Atalanta,Cagliari,1,2,A,25,4,6,3,6,19,5,3,0,5,0,1,I8.csv,1.44,4.33,8.0,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.661129263749351,0.2198674687757657,0.11900326747488318,,,,,,,True
I1,2017-12-30,,Fiorentina,Milan,1,1,D,18,8,6,4,11,12,2,5,1,1,0,0,I8.csv,2.0,3.5,3.79,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.4763871431136649,0.27222122463637993,0.2513916322499551,,,,,,,True
I1,2017-12-30,,Bologna,Udinese,1,2,A,12,7,3,4,14,16,8,0,2,3,0,0,I8.csv,2.39,3.29,3.0,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.39633619910774165,0.28791596226975763,0.31574783862250083,,,,,,,True
I1,2017-12-30,,Benevento,Chievo,1,0,H,18,9,9,3,14,17,7,1,1,2,0,0,I8.csv,3.2,3.29,2.29,,,,,,,36.0,,,,,,,,,,,,,,36.0,,,0.2967337663104911,0.2886164292381676,0.41464980445134125,,,,,,,True
